20,0.000004,0.000005
40,0.000007,0.000009
80,0.000014,0.000019
160,0.000027,0.000047
320,0.000060,0.000098
640,0.000150,0.000208
1280,0.000264,0.000417
2560,0.000531,0.000991
5120,0.001385,0.002210
10240,0.002414,0.003521
20480,0.002764,0.004404
40960,0.005179,0.009228
81920,0.010433,0.020660
163840,0.021700,0.043952
327680,0.048833,0.087279
655360,0.096297,0.192409
1310720,0.194426,0.397798
2621440,0.417291,0.814454
5242880,0.841718,1.699196
